,movieId,average_rating,title,genres,year
100,102,2.4106463878326996,Mr. Wrong (1996),Comedy,1996
101,103,3.2552581261950286,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996
102,104,3.3943981240229286,Happy Gilmore (1996),Comedy,1996
103,105,3.3332222962469467,"Bridges of Madison County, The (1995)",Drama|Romance,1995
104,106,3.436,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,1994
105,107,3.2168744804655027,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996
106,108,3.0739130434782607,Catwalk (1996),Documentary,1996
107,109,2.0625,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,1995
108,110,4.002272573668559,Braveheart (1995),Action|Drama|War,1995
109,111,4.083479216009336,Taxi Driver (1976),Crime|Drama|Thriller,1976
110,112,3.406232889,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1995
111,113,3.101010101010101,Before and After (1996),Drama|Mystery,1996
112,114,3.5891304347826085,Margaret's Museum (1995),Drama,1995
113,115,3.5348837209302326,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,1995
114,116,3.9114285714285715,Anne Frank Remembered (1995),Documentary,1995
115,117,3.574430823117338,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1995
116,118,2.9854368932038833,If Lucy Fell (1996),Comedy|Romance,1996
117,119,2.733739837398374,"Steal Big, Steal Little (1995)",Comedy,1995
118,120,2.841549295774648,Race the Sun (1996),Adventure|Comedy|Drama,1996
119,121,3.748691099,"Boys of St. Vincent, The (1992)",Drama,1992
120,122,2.8593924191750277,Boomerang (1992),Comedy|Romance,1992
121,123,3.9913693901035674,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1994
122,124,3.4966442953020134,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,1995
123,125,3.744196843082637,Flirting With Disaster (1996),Comedy,1996
124,126,2.318660647103085,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1994
125,127,3.1097560975609757,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,1994
126,128,3.4859154929577465,Jupiter's Wife (1994),Documentary,1994
127,129,3.139534884,Pie in the Sky (1996),Comedy|Romance,1996
128,130,3.2261904761904763,Angela (1995),Drama,1995
129,131,3.3106508875739644,Frankie Starlight (1995),Drama|Romance,1995
130,132,2.777922077922078,Jade (1995),Thriller,1995
131,133,2.6,Nueba Yol (1995),Comedy|Drama,1995
132,134,3.4516129032258065,Sonic Outlaws (1995),Documentary,1995
133,135,3.0018543492919756,Down Periscope (1996),Comedy,1996
134,136,3.6277777777777778,From the Journals of Jean Seberg (1995),Documentary,1995
135,137,3.254854368932039,Man of the Year (1995),Documentary,1995
136,138,3.227642276422764,"Neon Bible, The (1995)",Drama,1995
137,139,3.111111111111111,Target (1995),Action|Drama,1995
138,140,3.287283110037338,Up Close and Personal (1996),Drama|Romance,1996
139,141,3.5101652454593633,"Birdcage, The (1996)",Comedy,1996
140,142,3.0135135135135136,Shadows (Cienie) (1988),Drama,1988
141,143,1.9285714285714286,Gospa (1995),Drama,1995
142,144,3.4649743714913352,"Brothers McMullen, The (1995)",Comedy,1995
143,145,3.275515786183182,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1995
144,146,2.9029038112522687,"Amazing Panda Adventure, The (1995)",Adventure|Children,1995
145,147,3.5833728090952155,"Basketball Diaries, The (1995)",Drama,1995
146,148,2.908955223880597,"Awfully Big Adventure, An (1995)",Drama,1995
147,149,3.686693148,Amateur (1994),Crime|Drama|Thriller,1994
148,150,3.873555615,Apollo 13 (1995),Adventure|Drama|IMAX,1995
149,151,3.531392842,Rob Roy (1995),Action|Drama|Romance|War,1995
150,152,3.0869905956112853,"Addiction, The (1995)",Drama|Horror,1995
151,153,2.8716600752387382,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995
152,154,3.786777431637245,Beauty of the Day (Belle de jour) (1967),Drama,1967
153,155,3.408390410958904,Beyond Rangoon (1995),Adventure|Drama|War,1995
154,156,3.5088757396449703,Blue in the Face (1995),Comedy|Drama,1995
155,157,2.7942023026315788,Canadian Bacon (1995),Comedy|War,1995
156,158,2.921479069028517,Casper (1995),Adventure|Children,1995
157,159,3.4178361249434133,Clockers (1995),Crime|Drama|Mystery,1995
158,160,2.6022161264708004,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995
159,161,3.739861235452104,Crimson Tide (1995),Drama|Thriller|War,1995
160,162,4.008077401029647,Crumb (1994),Documentary,1994
161,163,3.4392585818795722,Desperado (1995),Action|Romance|Western,1995
162,164,3.4522562951882323,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1995
163,165,3.506566659749192,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,1995
164,166,2.844070278,"Doom Generation, The (1995)",Comedy|Crime|Drama,1995
165,167,3.076388888888889,Feast of July (1995),Drama,1995
166,168,3.081881687151826,First Knight (1995),Action|Drama|Romance,1995
167,169,2.269546027742749,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,1995
168,170,3.215710400207227,Hackers (1995),Action|Adventure|Crime|Thriller,1995
169,171,3.599845797995374,Jeffrey (1995),Comedy|Drama,1995
170,172,2.7515630141493914,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1995
171,173,2.555359804851606,Judge Dredd (1995),Action|Crime|Sci-Fi,1995
172,174,2.449275362318841,Jury Duty (1995),Comedy,1995
173,175,3.507799325463744,Kids (1995),Drama,1995
174,176,3.8490694507489787,Living in Oblivion (1995),Comedy,1995
175,177,2.8892508143322475,Lord of Illusions (1995),Horror,1995
176,178,3.3929359823399556,Love & Human Remains (1993),Comedy|Drama,1993
177,179,2.7305630026809653,Mad Love (1995),Drama|Romance,1995
178,180,3.5757829309108295,Mallrats (1995),Comedy|Romance,1995
179,181,1.9535250098463963,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1995
180,182,3.0754716981132075,Moonlight and Valentino (1995),Drama|Romance,1995
181,183,3.3623063683304646,Mute Witness (1994),Comedy|Horror|Thriller,1994
182,184,3.0670926517571884,Nadja (1994),Drama,1994
183,185,3.102854287948562,"Net, The (1995)",Action|Crime|Thriller,1995
184,186,2.8772434974565697,Nine Months (1995),Comedy|Romance,1995
185,187,3.4314285714285715,Party Girl (1995),Comedy,1995
186,188,3.3334728033472802,"Prophecy, The (1995)",Fantasy|Horror|Mystery,1995
187,189,2.991776315789474,Reckless (1995),Comedy|Fantasy,1995
188,190,3.578174186778594,Safe (1995),Thriller,1995
189,191,2.684565916398714,"Scarlet Letter, The (1995)",Drama|Romance,1995
190,192,3.037974683544304,The Show (1995),Documentary,1995
191,193,2.2478297395687483,Showgirls (1995),Drama,1995
192,194,3.8442938267081885,Smoke (1995),Comedy|Drama,1995
193,195,3.077944179714091,Something to Talk About (1995),Comedy|Drama|Romance,1995
194,196,2.8360270915108137,Species (1995),Horror|Sci-Fi,1995
195,197,3.0555555555555554,"Stars Fell on Henrietta, The (1995)",Drama,1995
196,198,3.417996761508212,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995
197,199,3.770072993,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,1964
198,200,2.8222222222222224,"Tie That Binds, The (1995)",Thriller,1995
199,201,3.001457725947522,Three Wishes (1995),Drama|Fantasy,1995
200,202,3.0543478260869565,Total Eclipse (1995),Drama|Romance,1995
201,203,3.1462450592885376,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,1995
202,204,2.926604922608475,Under Siege 2: Dark Territory (1995),Action,1995
203,205,3.5,Unstrung Heroes (1995),Comedy|Drama,1995
204,206,3.448717948717949,Unzipped (1995),Documentary,1995
205,207,3.3732562774013553,"Walk in the Clouds, A (1995)",Drama|Romance,1995
206,208,2.8652335902399826,Waterworld (1995),Action|Adventure|Sci-Fi,1995
207,209,2.8105726872246697,White Man's Burden (1995),Drama,1995
208,210,2.8870246085011186,Wild Bill (1995),Western,1995
209,211,3.584600760456274,"Browning Version, The (1994)",Drama,1994
210,212,2.5657276995305165,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,1995
211,213,4.016543069,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,1994
212,214,4.026966292134832,Before the Rain (Pred dozhdot) (1994),Drama|War,1994
213,215,3.914843512610149,Before Sunrise (1995),Drama|Romance,1995
214,216,3.2408267020335986,Billy Madison (1995),Comedy,1995
215,217,2.728191489361702,"Babysitter, The (1995)",Drama|Thriller,1995
216,218,3.285843685300207,Boys on the Side (1995),Comedy|Drama,1995
217,219,3.6061120543293717,"Cure, The (1995)",Drama,1995
218,220,2.4482758620689653,Castle Freak (1995),Horror,1995
219,222,3.5284704131001114,Circle of Friends (1995),Drama|Romance,1995
220,223,3.847214137214137,Clerks (1994),Comedy,1994
221,224,3.4449993597131514,Don Juan DeMarco (1995),Comedy|Drama|Romance,1995
222,225,3.2840320910973086,Disclosure (1994),Drama|Thriller,1994
223,226,2.7837837837837838,Dream Man (1995),Thriller,1995
224,227,3.0618285987109095,Drop Zone (1994),Action|Thriller,1994
225,228,2.691513761,Destiny Turns on the Radio (1995),Comedy,1995
226,229,3.5625,Death and the Maiden (1994),Drama|Thriller,1994
227,230,3.588200326943082,Dolores Claiborne (1995),Drama|Thriller,1995
228,231,2.964968752944132,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,1994
229,232,4.027935943060498,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,1994
230,233,3.533083645443196,Exotica (1994),Drama,1994
231,234,2.6703929539295395,Exit to Eden (1994),Comedy,1994
232,235,3.664388396868181,Ed Wood (1994),Comedy|Drama,1994
233,236,3.3150479880250066,French Kiss (1995),Action|Comedy|Romance,1995
234,237,3.2214038128249567,Forget Paris (1995),Comedy|Romance,1995
235,238,3.1657963446475197,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,1995
236,239,3.085213777,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,1995
237,240,2.910783055198973,Hideaway (1995),Thriller,1995
238,241,3.0261194029850746,Fluke (1995),Children|Drama,1995
239,242,3.3855,Farinelli: il castrato (1994),Drama|Musical,1994
240,243,2.5377358490566038,Gordy (1995),Children|Comedy|Fantasy,1995
241,244,2.375451263537906,Gumby: The Movie (1995),Animation|Children,1995
242,245,2.9686192468619246,The Glass Shield (1994),Crime|Drama,1994
243,246,4.028236985316767,Hoop Dreams (1994),Documentary,1994
244,247,3.8224384098544233,Heavenly Creatures (1994),Crime|Drama,1994
245,248,3.0080251221214236,Houseguest (1994),Comedy,1994
246,249,3.675253192426244,Immortal Beloved (1994),Drama|Romance,1994
247,250,3.0751633986928106,Heavyweights (Heavy Weights) (1995),Children|Comedy,1995
248,251,3.057184750733138,"Hunted, The (1995)",Action,1995
249,252,3.215840517241379,I.Q. (1994),Comedy|Romance,1994
250,253,3.508920477209269,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,1994
251,254,2.9111498257839723,Jefferson in Paris (1995),Drama,1995
252,255,2.277948717948718,"Jerky Boys, The (1995)",Comedy,1995
253,256,2.7017581020970134,Junior (1994),Comedy|Sci-Fi,1994
254,257,3.4075381140598533,Just Cause (1995),Mystery|Thriller,1995
255,258,2.6281328320802007,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,1995
256,259,3.060162601626016,Kiss of Death (1995),Crime|Drama|Thriller,1995
257,260,4.120188599618726,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,1977
258,261,3.627589063794532,Little Women (1994),Drama,1994
259,262,3.7653443113772456,"Little Princess, A (1995)",Children|Drama,1995
260,263,3.745923913043478,Ladybird Ladybird (1994),Drama,1994
261,264,3.374233128834356,"Enfer, L' (1994)",Drama,1994
262,265,3.921667748817364,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,1992
263,266,3.5003490069166827,Legends of the Fall (1994),Drama|Romance|War|Western,1994
264,267,2.886744743146127,Major Payne (1995),Comedy,1995
265,268,3.306167400881057,Little Odessa (1994),Crime|Drama,1994
266,269,3.4518181818181817,My Crazy Life (Mi vida loca) (1993),Drama,1993
267,270,3.170042194092827,Love Affair (1994),Drama|Romance,1994
268,271,3.3343585237258346,Losing Isaiah (1995),Drama,1995
269,272,3.7400504484304933,"Madness of King George, The (1994)",Comedy|Drama,1994
270,273,3.132062978222484,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,1994
271,274,2.8387665198237886,Man of the House (1995),Comedy,1995
272,275,2.7166089965397924,Mixed Nuts (1994),Comedy,1994
273,276,2.978864734299517,Milk Money (1994),Comedy|Romance,1994
274,277,3.4048868672731514,Miracle on 34th Street (1994),Drama,1994
275,278,3.021194605009634,Miami Rhapsody (1995),Comedy,1995
276,279,3.6973995271867612,My Family (1995),Drama,1995
277,280,3.7172008547008546,Murder in the First (1995),Drama|Thriller,1995
278,281,3.661371237458194,Nobody's Fool (1994),Comedy|Drama|Romance,1994
279,282,3.409440492213036,Nell (1994),Drama,1994
280,283,3.0472972972972974,New Jersey Drive (1995),Crime|Drama,1995
281,284,2.8529411764705883,New York Cop (Nyû Yôku no koppu) (1993),Action|Crime,1993
282,285,2.26875,Beyond Bedlam (1993),Drama|Horror,1993
283,286,2.066326530612245,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,1995
284,287,3.2524590163934426,Nina Takes a Lover (1994),Comedy|Romance,1994
285,288,3.2577711853476075,Natural Born Killers (1994),Action|Crime|Thriller,1994
286,289,3.3515018562267973,Only You (1994),Comedy|Romance,1994
287,290,3.9737263270205387,Once Were Warriors (1994),Crime|Drama,1994
288,292,3.4105008077544428,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,1995
289,293,4.0885985748218525,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,1994
290,294,3.16023166,"Perez Family, The (1995)",Comedy|Romance,1995
291,295,2.770238095238095,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,1995
292,296,4.188912039361382,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,1994
293,297,3.1546184738955825,Panther (1995),Drama,1995
294,298,3.5242290748898677,Pushing Hands (Tui shou) (1992),Drama,1992
295,299,3.715989954,Priest (1994),Drama,1994
296,300,3.663789019,Quiz Show (1994),Drama,1994
297,301,3.5239234449760763,Picture Bride (Bijo photo) (1994),Drama|Romance,1994
298,302,3.7267721954576736,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,1994
299,303,3.0432486221677895,"Quick and the Dead, The (1995)",Action|Thriller|Western,1995
300,304,3.1710122699386503,Roommates (1995),Comedy|Drama,1995
301,305,2.7103059581320452,Ready to Wear (Pret-A-Porter) (1994),Comedy,1994
302,306,4.072966846132049,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,1994
303,307,3.981408706166868,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,1993
304,308,3.9024582104228123,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,1994
305,309,3.6223021582733814,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,1994
306,310,2.8095238095238093,Rent-a-Kid (1995),Comedy,1995
307,311,2.651315789473684,Relative Fear (1994),Horror|Thriller,1994
308,312,2.62125,Stuart Saves His Family (1995),Comedy,1995
309,313,3.0378315132605302,"Swan Princess, The (1994)",Animation|Children,1994
310,314,3.849933774834437,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,1994
311,315,2.8919378338999513,"Specialist, The (1994)",Action|Drama|Thriller,1994
312,316,3.3710611452604335,Stargate (1994),Action|Adventure|Sci-Fi,1994
313,317,3.128074747346342,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,1994
314,318,4.413576004516335,"Shawshank Redemption, The (1994)",Crime|Drama,1994
315,319,3.775382785788613,Shallow Grave (1994),Comedy|Drama|Thriller,1994
316,320,3.240802675585284,Suture (1993),Film-Noir|Thriller,1993
317,321,3.7685851318944845,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,1993
318,322,3.668214285714286,Swimming with Sharks (1995),Comedy|Drama,1995
319,324,3.6728538283062644,"Sum of Us, The (1994)",Comedy|Drama,1994
320,325,2.646161934805468,National Lampoon's Senior Trip (1995),Comedy,1995
321,326,4.0796597061098225,To Live (Huozhe) (1994),Drama,1994
322,327,2.816469884920042,Tank Girl (1995),Action|Comedy|Sci-Fi,1995
323,328,3.146257031588057,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,1995
324,329,3.322669104204753,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,1994
325,330,2.7893992932862193,Tales from the Hood (1995),Action|Crime|Horror,1995
326,331,3.264646464646465,Tom & Viv (1994),Drama,1994
327,332,2.773307163886163,Village of the Damned (1995),Horror|Sci-Fi,1995
328,333,3.356478068558791,Tommy Boy (1995),Comedy,1995
329,334,3.816722408026756,Vanya on 42nd Street (1994),Drama,1994
330,335,3.26171875,Underneath (1995),Mystery|Thriller,1995
331,336,2.8352059925093633,"Walking Dead, The (1995)",Drama|War,1995
332,337,3.7512185215272136,What's Eating Gilbert Grape (1993),Drama,1993
333,338,2.9854872149274363,Virtuosity (1995),Action|Sci-Fi|Thriller,1995
334,339,3.4993894441680613,While You Were Sleeping (1995),Comedy|Romance,1995
335,340,3.3774436090225564,"War, The (1994)",Adventure|Drama|War,1994
336,341,3.5639204545454546,Double Happiness (1994),Drama,1994
337,342,3.507638565440149,Muriel's Wedding (1994),Comedy,1994
338,343,2.6692037470725993,"Baby-Sitters Club, The (1995)",Children,1995
339,344,2.9898406002189413,Ace Ventura: Pet Detective (1994),Comedy,1994
340,345,3.642062742629315,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,1994
341,346,3.409970958373669,Backbeat (1993),Drama|Musical,1993
342,347,3.447028424,Bitter Moon (1992),Drama|Film-Noir|Romance,1992
343,348,3.6953642384105962,Bullets Over Broadway (1994),Comedy,1994
344,349,3.6551898004754015,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,1994
345,350,3.466657593903103,"Client, The (1994)",Drama|Mystery|Thriller,1994
346,351,3.3049367850692355,"Corrina, Corrina (1994)",Comedy|Drama|Romance,1994
347,352,3.280944625407166,Crooklyn (1994),Comedy|Drama,1994
348,353,3.517972748011591,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,1994
349,354,3.135689354275742,Cobb (1994),Drama,1994
350,355,2.4127870563674323,"Flintstones, The (1994)",Children|Comedy|Fantasy,1994
351,356,4.048011436845787,Forrest Gump (1994),Comedy|Drama|Romance|War,1994
352,357,3.6408326781234788,Four Weddings and a Funeral (1994),Comedy|Romance,1994
353,358,3.2518072289156628,Higher Learning (1995),Drama,1995
354,359,3.296875,I Like It Like That (1994),Comedy|Drama|Romance,1994
355,360,2.720887728,I Love Trouble (1994),Action|Comedy,1994
356,361,3.326783114992722,It Could Happen to You (1994),Comedy|Drama|Romance,1994
357,362,3.377949377949378,"Jungle Book, The (1994)",Adventure|Children|Romance,1994
358,363,3.993220338983051,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,1993
359,364,3.817136507193824,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,1994
360,365,3.1569086651053864,Little Buddha (1993),Drama,1993
361,366,2.9780075187969923,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,1994
362,367,3.183039195863782,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,1994
363,368,3.412776934749621,Maverick (1994),Adventure|Comedy|Western,1994
364,369,3.2886138613861386,Mrs. Parker and the Vicious Circle (1994),Drama,1994
365,370,2.9788651669293595,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,1994
366,371,3.2587484035759897,"Paper, The (1994)",Comedy|Drama,1994
367,372,3.2500337154416723,Reality Bites (1994),Comedy|Drama|Romance,1994
